Sample ID,Peptoniphilaceae,Staphylococcaceae,Campylobacteraceae,Prevotellaceae,Streptococcaceae,Lactobacillaceae,Veillonellaceae,Bacillaceae,Enterococcaceae,Enterobacteriaceae,Corynebacteriaceae,Burkholderiaceae,Propionibacteriaceae,Mycoplasmataceae,Moraxellaceae,Pasteurellaceae,Actinomycetaceae,Caulobacteraceae,Aerococcaceae,Rhodobacteraceae,Porphyromonadaceae,Oxalobacteraceae,Listeriaceae,Bradyrhizobiaceae,Comamonadaceae,Micrococcaceae,Neisseriaceae,Fusobacteriaceae,Pseudomonadaceae,Sphingomonadaceae,Peptostreptococcaceae,Clostridiaceae,Planococcaceae,Paenibacillaceae,Thermoactinomycetaceae,Bifidobacteriaceae,Tissierellaceae,Methylobacteriaceae,Weeksellaceae,Carnobacteriaceae,"Eubacteriales Family XIII, Incertae Sedis",Peptococcaceae,Synergistaceae,Steroidobacteraceae,Flavobacteriaceae,Dermabacteraceae,Lachnospiraceae,Selenomonadaceae,Intrasporangiaceae,Rhodocyclaceae,Sutterellaceae,Rhizobiaceae,Azospirillaceae,Eubacteriaceae,Treponemataceae,Oscillospiraceae,Chitinophagaceae,Roseobacteraceae,Phyllobacteriaceae,Microbacteriaceae,Xanthomonadaceae,Psychromonadaceae,Erwiniaceae,Hymenobacteraceae,Nocardiaceae,Leptotrichiaceae,Yersiniaceae,Alcaligenaceae,Chelatococcaceae,Coprobacillaceae,Atopobiaceae,Pseudonocardiaceae,Vibrionaceae,Morganellaceae,Pectobacteriaceae,Sinobacteraceae,Brucellaceae,Microcoleaceae,Mycobacteriaceae,Rubrobacteraceae,Armatimonadaceae,Nocardioidaceae,Bacteroidaceae,Oscillatoriaceae,Dermacoccaceae,Boseaceae,Brevibacteriaceae,Eggerthellaceae,Chromobacteriaceae,Xanthobacteraceae,Gottschalkiaceae,Dietziaceae,Gordoniaceae,Nostocaceae,Ectothiorhodospiraceae,Beijerinckiaceae,Candidatus Competibacteraceae,Micromonosporaceae,Trichocoleusaceae,Erythrobacteraceae,Hyphomicrobiaceae,Sporomusaceae,Gracilibacteraceae,Hydrogenophilaceae,Tsukamurellaceae,Sporolactobacillaceae,Nautiliaceae,Syntrophomonadaceae,Dermocarpellaceae,Cellvibrionaceae,Thermaceae,Thermomonosporaceae,Coriobacteriaceae,Coleofasciculaceae,Chromatiaceae,Alteromonadaceae,Streptomycetaceae,Aeromonadaceae,Thermohalobacteraceae,Nocardiopsaceae,Thermodesulfobiaceae,Rhodospirillaceae,Sneathiellaceae,Oceanospirillaceae,Calotrichaceae,Christensenellaceae,Hafniaceae,Devosiaceae,Bdellovibrionaceae,Streptosporangiaceae,Chroococcidiopsidaceae,Kribbellaceae,Halomonadaceae,Cellulomonadaceae,Demequinaceae,Azotobacter group,Kytococcaceae,Thalassospiraceae,Methylocystaceae,Tannerellaceae,Stappiaceae,Shewanellaceae,Fimbriimonadaceae,Cohaesibacteraceae,Thermosporotrichaceae,Catenulisporaceae,Geodermatophilaceae,Acidiferrobacteraceae,Microbulbiferaceae,Gomontiellaceae,Promicromonosporaceae,Maricaulaceae,Barnesiellaceae,Thiotrichaceae,Bogoriellaceae,Azonexaceae,Idiomarinaceae,Zoogloeaceae,Prochlorotrichaceae,Methylococcaceae,Rickettsiaceae,Methylophilaceae,Nitrosomonadaceae,Orbaceae,Halothiobacillaceae,Budviciaceae,Williamwhitmaniaceae,Geminicoccaceae,Prolixibacteraceae,Erysipelotrichaceae,Hyphomonadaceae,Bartonellaceae,Gloeobacteraceae,Kineosporiaceae,Pseudoalteromonadaceae,Aphanothecaceae,Piscirickettsiaceae,Phreatobacteraceae,Sphingobacteriaceae,Muribaculaceae,Thiobacillaceae,Scytonemataceae,Thermoanaerobacteraceae,Symphyonemataceae,Kaistiaceae,Acetobacteraceae,Dysgonomonadaceae,Amorphaceae,Aurantimonadaceae,Rhodobiaceae,Leptolyngbyaceae,"Thermoanaerobacterales Family III, Incertae Sedis","Eubacteriales Family XII, Incertae Sedis",Dermatophilaceae,Cryptosporangiaceae,Blastochloridaceae,Desulfobacteraceae,Glycomycetaceae,Helicobacteraceae,Endozoicomonadaceae,Myxococcaceae,Alicyclobacillaceae,Thioprofundaceae,Rikenellaceae,Parvularculaceae,Beutenbergiaceae,Sanguibacteraceae,Acaryochloridaceae,Lawsonellaceae,Ferrimonadaceae,Natranaerobiaceae,Saccharospirillaceae,Thalassobaculaceae,Granulosicoccaceae,Geobacteraceae,Wenzhouxiangellaceae,Haloplasmataceae,Ruaniaceae,Sterolibacteriaceae,Ornithinimicrobiaceae,Turicibacteraceae,Legionellaceae,Magnetococcaceae,Rhodothalassiaceae,Spirulinaceae,Synechococcaceae,Tolypothrichaceae,Pleomorphomonadaceae,Tepidamorphaceae,Colwelliaceae,Rhodanobacteraceae,Thioalkalibacteraceae,Parvibaculaceae,Rarobacteraceae,Sphingosinicellaceae,Desulfobulbaceae,Methylothermaceae
UAB 17001,0.0645,0.1955,0.0557,14.8593,4.3530,0.0117,2.3143,0.0264,4.7566,72.2498,0.0000,0.0059,0.1271,0.0000,0.0000,0.0020,0.0156,0.0000,0.0000,0.0000,0.1075,0.0000,0.0039,0.0000,0.0000,0.0850,0.0000,0.0000,0.0068,0.0000,0.0000,0.0000,0.0088,0.0010,0.0000,0.0000,0.0000,0.0000,0.0049,0.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2267,0.0000,0.0000,0.0000,0.1339,0.0000,0.0000,0.0000,0.0000,0.0000,0.1016,0.1085,0.1104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17002,19.5615,4.8865,0.0043,5.0367,7.8371,14.1946,0.7710,2.9478,0.2041,0.6703,0.2934,7.0590,5.1784,0.0000,2.8840,0.0014,0.9495,8.5981,0.0014,0.0043,0.0057,3.2610,0.0014,0.1474,0.0057,0.0000,0.0000,0.0000,0.1942,0.0000,1.0119,4.7915,4.6441,0.6406,2.7706,0.0000,0.0000,0.0000,0.8914,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.1743,0.0043,0.0000,0.3217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.0000,0.0014,0.0014,0.0000,0.0000,0.0000,0.0099,0.0028,0.0028,0.0014,0.0000,0.0014,0.0000,0.0014,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17003,47.8681,2.5193,3.5798,6.8146,13.1571,0.0109,9.8835,0.0448,0.0097,0.0000,9.0761,0.0036,1.1150,0.0000,0.0000,0.0036,0.8208,0.4395,0.0000,0.0024,0.0000,0.0000,0.0012,0.0000,0.0000,0.0024,0.1646,1.4927,0.0000,0.0000,2.8704,0.0000,0.0012,0.0000,0.0000,0.0847,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17004,20.9869,0.0365,0.0435,1.7850,29.5850,0.0243,6.7975,0.0295,0.1286,0.0017,1.8145,1.3539,1.5955,0.0017,13.8939,1.4773,0.5979,0.0000,0.0261,0.8117,0.7022,0.5579,0.0052,0.6240,0.0017,1.1384,11.1617,0.0000,0.0035,0.0000,1.1123,0.0209,0.0017,0.0017,0.0035,0.0000,0.0017,0.0035,0.0000,0.8934,0.2190,0.0000,0.2937,0.0243,0.0000,0.0939,0.5979,0.6448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3354,0.0052,0.0000,0.0017,0.0052,0.1703,0.0017,0.0000,0.0000,0.0000,0.0035,0.1060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000,0.0000,0.0017,0.0052,0.0000,0.0678,0.0000,0.0000,0.0000,0.0035,0.0122,0.0382,0.0035,0.0000,0.0191,0.0000,0.0017,0.0035,0.0000,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,0.0017,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0070,0.0052,0.0000,0.0000,0.0000,0.0000,0.0017,0.0017,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17005,69.7507,0.4188,3.8008,0.4753,0.0124,0.0141,2.6293,0.0318,2.9951,18.1507,0.0459,0.0035,0.0495,0.0000,0.0035,0.0000,0.8429,0.0000,0.1749,0.0053,0.0336,0.0018,0.0018,0.0212,0.0018,0.0000,0.0000,0.0000,0.0035,0.0000,0.0053,0.0053,0.0106,0.0018,0.0018,0.0000,0.1714,0.0000,0.0000,0.0442,0.0336,0.0424,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0459,0.0000,0.0000,0.0000,0.0477,0.0000,0.0000,0.0000,0.0018,0.0000,0.0212,0.0318,0.0353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17006,69.8334,8.0403,0.0083,0.0414,1.7912,1.1452,0.1408,0.1952,0.0355,0.0000,8.8330,1.4611,1.6031,0.0000,0.2922,0.0000,1.1748,0.0000,0.0047,0.0000,0.0000,2.1450,0.9015,0.0000,0.0189,0.0095,0.0000,0.0000,0.0000,0.0000,0.0166,0.0035,0.0047,0.0071,0.0000,0.0012,1.0127,0.0000,0.0000,0.0083,0.0047,0.0000,0.0296,0.2402,0.0000,0.6791,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,0.1301,0.0000,0.0000,0.0331,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.0201,0.0000,0.0000,0.0142,0.0414,0.0000,0.0024,0.0000,0.0000,0.0024,0.0000,0.0012,0.0000,0.0000,0.0000,0.0106,0.0047,0.0083,0.0000,0.0047,0.0000,0.0035,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0012,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17007,47.4821,0.0116,27.6710,0.2441,0.0029,0.0072,0.4175,0.0217,0.0130,0.0014,0.3265,0.0000,1.7263,0.0116,0.0029,0.0000,0.9982,0.0058,5.3175,0.0000,15.0367,0.0000,0.0014,0.0029,0.0000,0.0000,0.0000,0.0144,0.0000,0.0000,0.0722,0.0101,0.0029,0.0130,0.0000,0.0000,0.4464,0.0000,0.0000,0.0404,0.0029,0.0087,0.0231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000,0.0000,0.0043,0.0058,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0116,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.0014,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17008,25.3380,3.1084,1.6021,2.5379,0.0137,0.0059,1.7408,6.9709,0.0313,0.0078,6.6486,16.1808,0.7522,0.0000,0.3478,1.6490,10.0539,4.9449,0.0821,0.0293,0.0391,0.5842,2.8368,1.6470,7.6626,0.0039,0.0039,0.7854,0.0020,0.0000,0.0000,0.0117,0.0176,3.2237,0.0000,0.0000,0.2051,0.0020,0.2833,0.0059,0.0586,0.0664,0.0098,0.2344,0.0020,0.0000,0.0020,0.0020,0.0000,0.0000,0.0000,0.0234,0.0020,0.0020,0.0000,0.0332,0.0000,0.0000,0.0078,0.0020,0.0078,0.0020,0.0000,0.0000,0.0117,0.0000,0.0020,0.0039,0.0020,0.0000,0.0137,0.0020,0.0000,0.0000,0.0000,0.0293,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0020,0.0000,0.0313,0.0020,0.0000,0.0020,0.0000,0.0000,0.0000,0.0020,0.0000,0.0078,0.0020,0.0000,0.0000,0.0020,0.0000,0.0020,0.0000,0.0039,0.0000,0.0137,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0039,0.0000,0.0000,0.0000,0.0020,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UAB 17009,54.2882,6.2540,0.3069,1.1915,5.4219,0.0058,5.7079,0.1272,0.0117,0.0000,0.2766,0.7434,12.7496,0.0000,1.3934,0.0000,0.0513,0.8729,0.0619,0.0000,0.0245,6.5411,0.0000,3.2758,0.0047,0.0012,0.0000,0.0187,0.0023,0.0012,0.0082,0.0012,0.0058,0.0093,0.0000,0.0420,0.0117,0.0443,0.0000,0.0047,0.0000,0.0198,0.0000,0.0047,0.0000,0.0000,0.0700,0.0000,0.0000,0.0012,0.0012,0.0023,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0875,0.0000,0.0000,0.1202,0.1074,0.0035,0.0198,0.0000,0.0000,0.0000,0.0000,0.0397,0.0000,0.0023,0.0000,0.0000,0.0105,0.0000,0.0000,0.0000,0.0140,0.0000,0.0023,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
