Sample ID,Finegoldia,Peptoniphilus,Anaerococcus,Campylobacter,Streptococcus,Staphylococcus,Moraxella,Prevotella,Ezakiella,Corynebacterium,Lactobacillus,Ureaplasma,Dialister,Fusobacterium,Massilia,Cutibacterium,Ralstonia,Veillonella,Mobiluncus,Parvimonas,Murdochiella,Acinetobacter,Gemella,Porphyromonas,Brevundimonas,Paracoccus,Gardnerella,Clostridium,Actinomyces,Deinococcus,Bacillus,Sphingobium,Suicoccus,Bradyrhizobium,Bacteroides,Schaalia,Neisseria,Paenibacillus,Aerococcus,Actinotignum,Flavobacterium,Sphingomonas,Cupriavidus,Fermentimonas,Xylanimonas,Janibacter,Tepidanaerobacter,Bifidobacterium,Kocuria,Propionimicrobium,Megasphaera,Steroidobacter,Brochothrix,Rhodopseudomonas,Haemophilus,Enterococcus,Oligotropha,Glaciecola,Filifactor,Thermoanaerobacterium,Spirochaeta,Thiomicrospira,Sinimarinibacterium,Methylobacterium,Sporanaerobacter,Burkholderia,Rothia,Gottschalkia,Erysipelothrix,Trueperella,Delftia,Pantoea,Aquabacterium,Escherichia,Phenylobacterium,Flaviflexus,Atopobium,Sulfuritalea,Chryseobacterium,Selenomonas,Arcanobacterium,Caulobacter,Alkalitalea,Janthinobacterium,Muribaculum,Thiomonas,Mitsuaria,Brevibacterium,Brachybacterium,Enterobacter,Virgibacillus,Rhodococcus,Salmonella,Sneathia,Methylibium,Proteiniphilum,Capnocytophaga,Leptotrichia,Sulfurimonas,Azospirillum,Curvibacter,Flexistipes,Aneurinibacillus,Fastidiosipila,Lysinibacillus,Micrococcus,Herbaspirillum,Turicibacter,Weissella,Novosphingobium,Advenella,Jonquetella,Clostridioides,Candidatus.Desulforudis,Hydrogenophilus,Buchnera,Pseudomonas,Dermabacter,Acidovorax,Thermoclostridium,Alicycliphilus,Nordella,Lachnoanaerobaculum,Christensenella,Pelosinus,Raineyella,Rhodobacter,Propionibacterium,Brevibacillus,Anaerostipes,Sutterella,Noviherbaspirillum,Shewanella,Lachnoclostridium,Stenotrophomonas,Lactococcus,Sulfurospirillum,Jeotgalibaca,Herbinix,Pseudonocardia,Staphylospora,Streptomyces,Mahella,Geobacillus,Roseburia,Solimonas,Treponema,Asticcacaulis,Mageeibacillus,Microbacterium,Klebsiella,Rheinheimera,Gudongella,Haematobacter,Ruminococcus,Yoonia,Anaerotignum,Synechocystis,Exiguobacterium,Ruthenibacterium,Symbiobacterium,Mycoplasma,Aequorivita,Agrobacterium,Maribius,Mogibacterium,Microvirga,Wolbachia,Blastochloris,Barnesiella,Parabacteroides,Acetobacterium,Aureimonas,Vibrio,Dietzia,Luteibacter,Butyrivibrio,Moorella,Aggregatibacter,Paludisphaera,Desulfotomaculum,Coxiella,Scardovia,Listeria,Tannerella,Shigella,Fuerstia,Yersinia,Faecalibacterium,Massilistercora,Intestinibaculum,Tardibacter,Kytococcus,Frondihabitans,Flammeovirga,Phoenicibacter,Rhizobium,Snodgrassella,Hymenobacter,Dolosigranulum,Bosea,Lentibacillus,Alkaliphilus,Thermobaculum,Alloprevotella,Rhizobacter,Novibacillus,Labilibaculum,Candidatus.Pelagibacter,Actinopolyspora,Halobacteroides,Halovulum,Thermaerobacter,Olsenella,Aminipila,Collimonas,Pasteurella,Neorhizobium,Auricoccus,Liberibacter,Eubacterium,Candidatus.Phaeomarinobacter,Ndongobacter,Thermoanaerobacter,Chelatococcus,Myroides,Desulfurispirillum,Desulfovibrio,Tetragenococcus,Desulfallas,Terriglobus,Cohnella,Streptosporangium,Tumebacillus,Micavibrio,Rubrobacter,Arabia,Solibacillus,Mucilaginibacter,Undibacterium,Desulfococcus,Thermoactinomyces,Dictyoglomus,Paraclostridium,Candidatus.Saccharimonas,Curtobacterium,Limnohabitans,Sphingopyxis,Acetoanaerobium,Labrys,Candidatus.Nardonella,Paraburkholderia,Pradoshia,Cellulosilyticum,Oscillatoria,Sporosarcina,Maricaulis,Phreatobacter,Solitalea,Chloracidobacterium,Serinicoccus,Butyricimonas,Riemerella,Helicobacter,Geosporobacter,Ochrobactrum,Psychrobacter,Desulfitobacterium,Brachyspira,Candidatus.Purcelliella,Thiomicrorhabdus,Serratia,Micropruina,Alistipes,Caldicellulosiruptor,Paraprevotella,Breoghania,Sanguibacter,Filomicrobium,Ethanoligenens,Acidaminococcus,Sodalis,Kosmotoga,Mesorhizobium,Oceanobacillus,Pedobacter,Nitrospirillum,Petrimonas,Hoeflea,Luteitalea,Lautropia,Lawsonella,Desulfosporosinus,Spirosoma,Polaribacter,Pediococcus,Arcobacter,Candidatus.Sneabacter,Psychromonas,Altererythrobacter,Acetohalobium,Bartonella,Kurthia,Citrobacter,Libanicoccus,Actinobacillus,Alcaligenes,Collinsella,Francisella,Leuconostoc,Niabella,Rubrivivax,Streptobacillus,Candidatus.Fukatsuia,Comamonas,Hungateiclostridium,Megamonas,Sulfuricurvum,Tessaracoccus,Photobacterium,Methylorubrum,Candidatus.Atelocyanobacterium,Natranaerobius,Bergeyella,Lysobacter,Proteus,Auraticoccus,Blautia,Candidatus.Azobacteroides,Dickeya,Faecalibaculum,Polynucleobacter,Aeromonas,Caproiciproducens,Hungatella,Anaerobutyricum,Slackia,Euzebya,Mycobacterium,Halanaerobium,Auritidibacter,Kyrpidia,Arachidicoccus,Waddlia,Fictibacillus,Gordonia,Candidatus.Hodgkinia,Nonlabens,Martelella,Marinilactibacillus,Echinicola,Thermovirga,Planococcus,Planktothrix,Xenorhabdus,Bordetella,Carboxydothermus,Pseudothermotoga,Plantactinospora,Leifsonia,Rhizorhabdus,Conexibacter,Zymomonas,Nesterenkonia,Marinobacter,Thermobispora,Desulfotalea,Gloeomargarita,Taylorella,Georgenia,Catenovulum,Gemmatimonas,Confluentimicrobium,Nakamurella,Sulfitobacter,Halorhodospira,Pseudopropionibacterium,Syntrophobotulus,Sideroxydans,Sebaldella,Laceyella,Mycobacteroides,Pararhodospirillum,Nocardia,Erwinia,Marinirhabdus,Meiothermus,Saccharopolyspora,Candidatus.Phytoplasma,Rhodoplanes,Spiribacter,Flavonifractor,Leclercia,Mucinivorans,Alcanivorax,Spiroplasma,Candidatus.Bipolaricaulis,Candidatus.Hamiltonella,Marinomonas,Sulfuriferula,Orientia,Arsenophonus,Carnobacterium,Nostoc,Brevefilum,Arthrobacter,Pseudogulbenkiania,Candidatus.Sulcia,Oscillibacter,Vitreoscilla,Edwardsiella,Dolichospermum,Thermobacillus,Saccharomonospora,Parageobacillus,Rhodoferax,Devosia,Glaesserella,Thermocrinis,Filimonas,Anoxybacillus,Pseudoalteromonas,Athalassotoga,Chitinophaga,Microlunatus,Methylocella,Flavisolibacter,Psychromicrobium,Clavibacter,Desulfofarcimen,Hydrogenophaga,Acholeplasma,Candidatus.Arthromitus,Desulfurella,Sphaerotilus,Algoriphagus,Syntrophothermus,Nocardiopsis,Acidiferrobacter,Hartmannibacter,Odoribacter,Hahella,Candidatus.Kuenenia,Methylocystis,Actinomadura,Sphingobacterium,Thermomonas,Mesoplasma,Candidatus.Izimaplasma,Anaplasma,Qipengyuania,Neomicrococcus,Mannheimia,Jeotgalicoccus,Desulfosarcina,Candidatus.Syntrophocurvum,Owenweeksia,Dehalobacter,Lachnospira,Paenisporosarcina,Ketogulonicigenium,Miniimonas,Candidatus.Carsonella,Mycolicibacterium,Aquicella,Oenococcus,Chloroherpeton,Desulfobulbus,Actinopolymorpha,Methylocaldum,Tenacibaculum,Eikenella,Rickettsia,Candidatus.Nasuia,Candidatus.Methylopumilus,Chryseolinea,Lacimicrobium,Candidatus.Cyclonatronum,Acidipropionibacterium,Nitrosomonas,Luteimonas,Salimicrobium,Variibacter,Aeromicrobium,Hathewaya,Oxalobacter,Ancylobacter,Acidothermus,Roseateles,Xanthomonas,Elizabethkingia,Arenimonas,Salicibibacter,Sphingosinithalassobacter,Kosakonia,Tropheryma,Thermosulfidibacter,Caloranaerobacter,Synechococcus,Chloroflexus,Labilithrix,Cronobacter,Egibacter,Achromobacter,Candidatus.Endolissoclinum,Kangiella,Sphingosinicella,Rufibacter,Izhakiella,Flavihumibacter,Thermotoga,Verminephrobacter,Commensalibacter,Colwellia,Hydrogenobaculum,Leisingera,Sulfurifustis,Heliorestis,Gloeobacter,Photorhabdus,Candidatus.Cytomitobacter,Croceicoccus,Hoyosella,Pseudactinotalea,Moritella,Pectobacterium,Histophilus,Bdellovibrio,Oblitimonas,Halothiobacillus,Chlamydia,Gluconobacter,Candidatus.Doolittlea,Salinispora,Salinispira,Dehalobacterium,Rhodoluna,Candidatus.Portiera,Leptospira,Legionella,Carboxydocella,Vagococcus,Parvularcula,Thermomicrobium,Candidatus.Evansia,Kineococcus,Stackebrandtia,Oligella,Agromyces,Sphaerochaeta,Rhodothermus,Desulfomicrobium,Thermus,Haloactinobacterium,Crassaminicella,Nitrosospira,Leucobacter,Dechloromonas,Indioceanicola,Azoarcus,Dehalogenimonas,Roseovarius,Amphibacillus,Candidatus.Planktophila,Fibrobacter,Candidatus.Blochmannia,Pandoraea,Allopseudarcicella,Paeniclostridium,Alicyclobacillus,Terribacillus,Sulfuritortus,Candidatus.Tremblaya,Leadbetterella,Alteromonas,Pseudobutyrivibrio,Ephemeroptericola,Roseomonas,Nonomuraea,Jeongeupia,Nocardioides,Scytonema,Borrelia,Rummeliibacillus,Variovorax,Caloramator,Inhella,Pseudanabaena,Wigglesworthia,Pseudoclostridium,Pseudolabrys,Akkermansia,Microbulbifer,Nitrospira,Ehrlichia,Deferribacter,Candidatus.Profftella,Candidatus.Deianiraea,Bombella,Frankia,Leptothrix,Neorickettsia,Ammonifex,Amycolatopsis,Rahnella,Candidatus.Annandia,Candidatus.Ishikawaella,Morganella,Wolinella,Paludibacter,Luteipulveratus,Methylomonas,Granulicella,Simonsiella,Microcystis,Candidatus.Promineofilum,Georhizobium,Candidatus.Aquiluna,Paenalcaligenes,Absiella,Kingella,Blattabacterium,Pseudarthrobacter,Polaromonas,Cloacibacillus,Thioalkalivibrio,Xanthobacter,Paraflavitalea,Geobacter,Gryllotalpicola,Litorilituus,Ktedonosporobacter,Hyphomicrobium,Stella,Anoxybacter,Dehalococcoides,Glycocaulis,Halobacteriovorax,Cellulomonas,Thauera,Ilyobacter,Cryptobacterium,Parascardovia,Agarilytica,Hypericibacter,Basilea,Eggerthella,Epidermidibacterium,Vampirococcus,Pragia,Salinivirga,Thermanaerovibrio,Raoultella,Thiolapillus,Macrococcus,Candidatus.Riesia,Petrotoga,Entomoplasma,Kiritimatiella,Faecalitalea,Borreliella,Apibacter,Ahniella,Magnetococcus,Streptacidiphilus,Sandaracinus,Skermanella,Halobacillus,Maritalea,Candidatus.Puniceispirillum,Gracilibacillus,Cytophaga,Roseobacter,Haematospirillum,Hyphomonas,Thalassotalea,Anaerocolumna,Blastomonas,Woeseia,Coprothermobacter,Crenobacter,Rhodocytophaga,Candidatus.Methylospira,Desulfobacter,Emcibacter,Halothermothrix,Beggiatoa,Stanieria,Aquisphaera,Roseitalea,Formosa,Paraoceanicella,Tepidiforma,Pigmentiphaga,Niveispirillum,Methylomusa,Ilumatobacter,Chromobacterium,Herminiimonas,Thermodesulfobacterium,Xylella,Paraliobacillus,Lawsonia,Kibdelosporangium,Oerskovia,Candidatus.Accumulibacter,Fabibacter,Roseivivax,Pseudolysobacter,Zhongshania,Methylacidiphilum,Marinitoga,Hylemonella,Iodobacter,Oryzomicrobium,Rodentibacter,Starkeya,Kitasatospora,Melaminivora,Simplicispira,Dichelobacter,Heliobacterium,Plesiomonas,Saliniradius,Caminibacter,Planctopirus,Pannonibacter,Aliivibrio,Anseongella,Pontibacter,Haliscomenobacter,Brenneria,Actinobaculum,Roseiflexus,Dermacoccus,Thalassolituus,Leptospirillum,Alkalilimnicola,Simiduia,Parvibaculum,Paraoerskovia,Octadecabacter,Halocynthiibacter,Nitrobacter,Salinibacter,Methylophaga,Calditerrivibrio,Candidatus.Nanopelagicus,Desulfobacterium,Tsukamurella,Pelolinea,Draconibacterium,Peptoclostridium,Candidatus.Cardinium,Simkania,Acidimicrobium,Thermanaeromonas,Acaryochloris,Methylomicrobium,Sphaerobacter,Nautilia,Anabaena,Rippkaea,Avibacterium,Candidatus.Amoebophilus,Otariodibacter,Limnochorda,Fibrella,Tabrizicola,Providencia,Ketobacter,Brucella,Weeksella,Cloacibacterium,Aminobacterium,Permianibacter,Paraphotobacterium,Sinorhizobium,Mesotoga,Chthonomonas,Halocella,Phascolarctobacterium,Egicoccus,Ramlibacter,Pseudodesulfovibrio,Jiangella,Olleya,Longibaculum,Adlercreutzia,Humibacter,Methyloceanibacter,Blastococcus,Bernardetia,Candidatus.Hepatoplasma,Celeribacter,Kordia,Friedmanniella,Algibacter,Succinivibrio,Zunongwangia,Sporolactobacillus,Gordonibacter,Tardiphaga,Acidiphilium
UAB 17001,13.0064,17.8058,12.5382,0.6828,0.065,1.8859,6.4642,1.5543,1.1706,4.7799,0.052,0.026,0.3837,0.013,5.079,8.7728,0,0.013,0.0195,2.8939,0.0585,0.1821,0,0.052,1.8534,0.6438,0,0.013,0,0,0.0325,0,0,0.3382,0.0325,0.2991,0.013,0,0,0,0.9235,0,0.0065,0.0455,0.0455,0,0.039,0.0065,1.4697,0,0,0,0,0.1496,0,0.091,0.0845,0.039,0,0,0.013,0,0,0.026,0,0.013,0,0.0065,0,0.0065,0,0,0,0,0,0,0.0065,0,0.0065,0,0.013,0.0455,0.0065,0.0065,0.026,0.0065,0.039,0,0.013,0.0065,0,0,0,0,0.0065,0,0,0,0.0065,0,0.026,0,0,0.0065,0,0.3772,0.0065,0,0,0.5398,0,0,0,0.0065,0,0,0,0,0,0,0.026,0.1041,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.1236,0,0.0065,0.052,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0.0065,0,0,0.0065,0,0,0.0065,0,0.091,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0.1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.0065,0,0,0,0,0,0.0845,0,0,0,0,0,0,0,0,0.0065,0,0.0065,0,0,0,0,0,0,0.0325,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.0455,0,0,0.026,0,0.0065,0,0.0065,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0.0065,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.0065,0,0,0,0,0,0.0065,0,0,0,0.0065,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB 17002,1.5782,0.0121,0.0081,0.006,0.0845,1.4474,0.004,0,0.004,0.5516,0.1329,0.002,0.1389,0.006,1.4091,0.9079,0.1872,6.1619,0,0.002,0,0.31,0,0,0,0,0,0.004,0,0.002,0.2818,0.002,0,0,0,0,0.002,0.0221,0.002,0.002,0,0,0.0101,0,0,0,0,0,0.0262,0,0.147,0,0,0,0.004,2.2466,0,0,0,0,0,0,0,0.0121,0,0.004,0,0,0,0,0,1.5984,0,1.7735,0,0,0,0.0604,0.006,0.0081,0,0,0,0,0,0,0,0,0.1228,1.081,0,0,0.9139,0,0,0,0,0,0,0,0,0,0,0,0.0946,0.002,0,0.002,0.0201,0,0.0805,0,0,0.002,0,0.0282,0.2335,0,0,0,0,0,0,0,0.1188,0,0.004,0.002,0,0,0,0,0.0342,0,0.0081,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.3181,0,0,0,0.002,0,0,0,0.0101,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0,0.0986,0,0,0.004,0,0.004,0,0,0,0,0.0081,0,0.2073,0,0.2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0.002,0,0.002,0,0,0,0.0221,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.006,0,0,0,0.002,0.0745,0,0,0,0,0,0,0,0,0.0181,0.0624,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0101,0,0,0,0,0,0,0,0.0544,0,0,0,0,0.004,0.004,0,0,0,0.002,0,0,0,0,0,0.006,0,0,0,0,0,0.0101,0,0.002,0,0.0322,0,0,0.0362,0,0,0,0,0,0.0282,0,0,0,0,0,0.002,0,0.004,0,0,0.002,0,0,0.004,0,0.0403,0,0,0,0,0,0,0,0,0,0.006,0.002,0,0.004,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0,0,0,0,0,0,0,0.0302,0,0,0,0,0.0382,0,0,0,0.0181,0.002,0,0,0,0,0,0,0,0.0342,0,0,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0.004,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0121,0,0,0.002,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.0121,0,0,0,0,0.0081,0,0.0081,0,0,0.002,0.002,0,0,0.0141,0,0,0,0,0.004,0.002,0,0,0,0,0.0141,0,0,0,0,0.0141,0.0101,0.004,0,0.006,0.006,0,0,0.004,0,0,0,0,0.004,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0.0081,0.0081,0.0081,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.006,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0.004,0,0,0,0.002,0,0.002,0,0.002,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0
UAB 17003,22.6964,9.1674,9.7704,6.9938,5.4781,0.4794,0.0685,19.7984,0.1258,1.1992,0.1541,0.0022,6.7801,0.0089,0.0625,0.1146,0.1578,0.0149,0.8553,0.0826,0.0127,0.1072,0.0007,0.5591,0.1422,0.1906,0.0007,0.2233,0.6454,0,0.0819,0.0194,0.7742,0,0.7295,0.1511,0.0022,0.0365,0.0015,0.0216,0.006,0.1593,0.0305,0.003,0.303,0.003,0.0179,0.067,0.0283,0.0469,0.0514,0.0007,0,0,0,0.0127,0.0007,0.0022,0.1355,0.0685,0.0052,0,0,0,0.0305,0.0015,0,0.0097,0.0908,0.0767,0,0,0,0.0022,0,0.0141,0.0052,0.0007,0,0.006,0.032,0.0074,0.0007,0.0022,0.0022,0.0045,0,0.0007,0.0112,0.0022,0,0.0112,0.0022,0,0,0,0.0007,0.0007,0,0,0.0007,0,0,0,0.0119,0.0037,0,0,0.0067,0.003,0.0007,0.4459,0.0216,0.003,0,0,0.0253,0,0,0,0,0,0,0.003,0,0.0127,0,0.0141,0.0119,0,0.0886,0,0,0,0.0007,0.0037,0.0007,0,0.1213,0.0953,0,0.0045,0.0074,0.0022,0.0015,0,0,0,0,0,0,0,0.0015,0,0.0015,0,0.0015,0,0.0074,0,0.0007,0.003,0,0,0,0.0007,0.0007,0.0045,0,0.0462,0.0015,0,0,0,0.0015,0,0.003,0,0.0007,0.0186,0,0,0,0.0074,0.0007,0.0007,0,0,0.0022,0,0,0.1035,0,0.0052,0.0328,0,0,0,0,0,0,0,0.0007,0,0.0015,0,0,0.0007,0,0.0052,0.0052,0,0,0.0007,0,0,0,0,0,0,0.0007,0,0,0,0,0.0015,0.003,0.0015,0.0015,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.0037,0.0007,0,0,0,0.0372,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.0037,0.0007,0.0007,0.0007,0,0,0,0,0.0015,0,0,0,0.0022,0,0.0015,0.0045,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0.0007,0.0007,0.0007,0.0007,0.0007,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0,0.0067,0.0007,0.0007,0,0,0.0015,0.0007,0,0,0,0,0,0.0015,0.0007,0,0.0007,0,0.0022,0.0007,0,0,0,0,0.0007,0,0,0.0007,0,0,0,0,0,0.0007,0,0,0,0,0.0007,0,0.0007,0,0,0.0149,0,0,0,0,0,0.0067,0,0,0,0.0112,0,0.0037,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134,0,0.0007,0.0007,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0.0007,0,0,0,0.003,0,0,0,0.0007,0,0,0.0007,0,0.0007,0,0.0007,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0.0015,0,0.0022,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0.0007,0,0,0,0.0007,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
